1;0.193074
2;0.192761
3;0.187761
4;0.187318
5;0.186667
6;0.200183
7;0.184298
8;0.199688
9;0.194897
10;0.185808
11;0.185938
12;0.19711
13;0.189845
14;0.197787
15;0.188933
16;0.19224
17;0.194167
18;0.196407
19;0.206329
20;0.197839
21;0.182892
22;0.19224
23;0.196407
24;0.208855
25;0.199037
26;0.195964
27;0.197761
28;0.191563
29;0.193907
30;0.191433
31;0.192345
32;0.192605
33;0.186381
34;0.198776
35;0.19711
36;0.193985
37;0.189741
38;0.18586
39;0.192527
40;0.195261
41;0.170105
42;0.187423
43;0.206121
44;0.19099
45;0.184428
46;0.191251
47;0.189428
48;0.197318
49;0.194168
50;0.193777
51;0.192892
52;0.185183
53;0.189714
54;0.191224
55;0.203386
56;0.183803
57;0.202553
58;0.193725
59;0.186251
60;0.199688
61;0.198959
62;0.201043
63;0.196225
64;0.200704
65;0.195027
66;0.184297
67;0.193152
68;0.187189
69;0.183777
70;0.196511
71;0.1856
72;0.185261
73;0.191407
74;0.198074
75;0.190235
76;0.206016
77;0.199949
78;0.192552
79;0.198438
80;0.194714
81;0.1906
82;0.184558
83;0.211042
84;0.215001
85;0.189115
86;0.194375
87;0.19836
88;0.192943
89;0.183985
90;0.193933
91;0.191667
92;0.196381
93;0.183725
94;0.189115
95;0.190235
96;0.19599
97;0.199271
98;0.189974
99;0.184219
100;0.180495
101;0.199454
102;0.19599
103;0.187917
104;0.206355
105;0.187605
106;0.184297
107;0.19
108;0.198933
109;0.198282
110;0.183151
111;0.197682
112;0.192735
113;0.193203
114;0.195235
115;0.193386
116;0.197995
117;0.204089
118;0.213829
119;0.207683
120;0.193125
121;0.191276
122;0.205521
123;0.210911
124;0.197552
125;0.199505
126;0.187344
127;0.189427
128;0.198724
129;0.19526
130;0.189505
131;0.187344
132;0.204297
133;0.20414
134;0.202109
135;0.214218
136;0.195078
137;0.182005
138;0.209193
139;0.199193
140;0.205052
141;0.195885
142;0.224427
143;0.215052
144;0.193411
145;0.206068
146;0.211458
147;0.192995
148;0.232916
149;0.229062
150;0.227812
151;0.233021
152;0.214349
153;0.220104
154;0.229948
155;0.227058
156;0.22948
157;0.205911
158;0.226276
159;0.218152
160;0.207943
161;0.207501
162;0.217604
163;0.223361
164;0.23185
165;0.207526
166;0.211563
167;0.231693
168;0.205808
169;0.218855
170;0.237085
171;0.23594
172;0.223882
173;0.226564
174;0.200548
175;0.214662
176;0.213074
177;0.205548
178;0.208777
179;0.206668
180;0.21008
181;0.196616
182;0.201824
183;0.188152
184;0.184168
185;0.186381
186;0.204376
187;0.219194
188;0.196954
189;0.198726
190;0.193283
191;0.19422
192;0.191668
193;0.190392
194;0.201668
195;0.198152
196;0.191563
197;0.191147
198;0.207788
199;0.188985
200;2.82713
201;0
202;0.164583
203;0.171224
204;0.154219
205;0.145287
206;0.151355
207;0.167552
208;0.164219
209;0.148932
210;0.168646
211;0.174636
212;0.167058
213;0.151641
214;0.177735
215;0.161224
216;0.144167
217;0.150573
218;0.164532
219;0.152969
220;0.147839
221;0.167188
222;0.169766
223;0.168073
224;0.134531
225;0.132266
226;0.139948
227;0.181302
228;0.152474
229;0.153933
230;0.160131
231;0.179037
232;0.185105
233;0.182683
234;0.182969
235;0.149479
236;0.1575
237;0.161433
238;0.192735
239;0.170157
240;0.167214
241;0.165521
242;0.165
243;0.164844
244;0.171615
245;0.17974
246;0.182058
247;0.17935
248;0.182813
249;0.178646
250;0.179219
251;0.181849
252;0.178438
253;0.176459
254;0.174063
255;0.163828
256;0.171016
257;0.164896
258;0.162396
259;0.158386
260;0.152058
261;0.152214
262;0.18849
263;0.189558
264;0.162057
265;0.168516
266;0.172735
267;0.165391
268;0.174532
269;0.186693
270;0.198074
271;0.190469
272;0.151693
273;0.151094
274;0.15013
275;0.153985
276;0.144245
277;0.142214
278;0.143359
279;0.139167
280;0.140808
281;0.162917
282;0.173517
283;0.171511
284;0.163125
285;0.184037
286;0.180183
287;0.170235
288;0.174949
289;0.145599
290;0.146354
291;0.249585
292;0.179506
293;0.172006
294;0.174688
295;0.188933
296;0.153203
297;0.188308
298;0.185261
299;0.19099
300;0.183308
301;0.159349
302;0.168698
303;0.15211
304;0.208673
305;0.204376
306;0.173568
307;0.175209
308;0.188646
309;0.167943
310;0.192683
311;0.166094
312;0.18948
313;0.187657
314;0.161979
315;0.151641
316;0.155495
317;0.144401
318;0.208282
319;0.212944
320;0.172631
321;0.182475
322;0.163542
323;0.153672
324;0.208933
325;0.193022
326;0.161276
327;0.163933
328;0.160313
329;0.165209
330;0.155157
331;0.208048
332;0.177005
333;0.185574
334;0.15487
335;0.159506
336;0.175001
337;0.182865
338;0.177084
339;0.263283
340;0.251121
341;0.504194
342;0.747893
343;0.985862
344;1.223
345;1.46927
346;1.695
347;1.92469
348;2.14839
349;2.37649
350;2.59383
351;2.81518
352;3.02005
353;3.24177
354;3.45399
355;3.66261
356;3.87021
357;4.0818
358;4.30305
359;4.51125
360;4.71081
361;4.92677
362;5.15011
363;5.35906
364;5.56807
365;5.76951
366;5.97794
367;6.18383
368;6.40346
369;6.62537
370;6.84096
371;7.04331
372;7.24831
373;7.45729
374;7.66258
375;7.85997
376;8.07167
377;8.28208
378;8.4987
379;8.70495
380;8.91773
381;9.12237
382;9.33003
383;9.54529
384;9.75443
385;9.97359
386;10.1767
387;10.3832
388;10.6008
389;10.8235
390;11.0427
391;11.2649
392;11.481
393;11.6986
394;11.9205
395;12.1443
396;12.3669
397;12.5975
398;12.8086
399;13.0153
400;13.2188
401;13.4134
402;0
403;0.177083
404;0.194193
405;0.20513
406;0.200052
407;0.200208
408;0.189114
409;0.178385
410;0.170443
411;0.178463
412;0.16638
413;0.17987
414;0.187786
415;0.201745
416;0.196276
417;0.203307
418;0.191432
419;0.204922
420;0.18914
421;0.246406
422;0.195078
423;0.192995
424;0.200677
425;0.204375
426;0.209453
427;0.176432
428;0.19388
429;0.193724
430;0.202083
431;0.190729
432;0.191927
433;0.187005
434;0.189791
435;0.208958
436;0.191797
437;0.198151
438;0.190651
439;0.184948
440;0.195989
441;0.199817
442;0.197786
443;0.212917
444;0.204375
445;0.208203
446;0.193516
447;0.191458
448;0.192656
449;0.195078
450;0.183359
451;0.193047
452;0.185052
453;0.222292
454;0.202396
455;0.209792
456;0.188594
457;0.187396
458;0.191536
459;0.194766
460;0.190599
461;0.192578
462;0.198594
463;0.192812
464;0.177786
465;0.18862
466;0.190182
467;0.183125
468;0.187578
469;0.184687
470;0.170807
471;0.17901
472;0.197995
473;0.210208
474;0.202292
475;0.20875
476;0.212916
477;0.200364
478;0.201432
479;0.189479
480;0.1975
481;0.19237
482;0.199401
483;0.19513
484;0.181536
485;0.185443
486;0.181562
487;0.176328
488;0.193021
489;0.1975
490;0.180885
491;0.183151
492;0.193281
493;0.175729
494;0.172422
495;0.199401
496;0.18362
497;0.167317
498;0.177214
499;0.191354
500;0.183047
501;0.17612
502;0.186172
503;0.196693
504;0.190104
505;0.199844
506;0.202031
507;0.183021
508;0.199219
509;0.197995
510;0.204297
511;0.248073
512;0.195364
513;0.185833
514;0.194922
515;0.199713
516;0.167943
517;0.184714
518;0.184323
519;0.174453
520;0.203437
521;0.195573
522;0.198932
523;0.183385
524;0.207344
525;0.205677
526;0.213932
527;0.205833
528;0.210703
529;0.201354
530;0.196927
531;0.201745
532;0.202578
533;0.204401
534;0.205182
535;0.201797
536;0.231927
537;0.228515
538;0.227474
539;3.02284
540;0.210183
541;0.226068
542;0.236511
543;0.224401
544;0.21724
545;0.198672
546;0.205469
547;0.214844
548;0.210261
549;0.221537
550;0.208646
551;0.204583
552;0.211302
553;0.211641
554;0.222057
555;0.214532
556;0.200652
557;0.214115
558;0.208048
559;0.217788
560;0.22146
561;0.215288
562;0.20836
563;0.219871
564;0.202813
565;0.21474
566;0.201433
567;0.208985
568;0.211876
569;0.2031
570;0.210131
571;0.206094
572;0.203751
573;0.196745
574;0.2056
575;0.20784
576;0.222917
577;0.207709
578;0.206615
579;0.212345
580;0.224063
581;0.223308
582;0.201901
583;0.227319
584;0.227162
585;0.225938
586;0.209063
587;0.203777
588;0.220443
589;0.222891
590;0.206407
591;0.216381
592;0.201876
593;0.207969
594;0.219974
595;0.215521
596;0.219661
597;0.211589
598;0.219245
599;0.231277
600;0.219662
601;0.204766
602;0.204923
603;0.211407
604;0.210313
605;0.206771
606;0.216432
607;0.20125
608;0.195703
609;0.21422
610;0.210808
611;0.214766
612;0.21297
613;0.221407
614;0.242761
615;0.213411
616;0.216303
617;0.213177
618;0.214349
619;0.218881
620;0.211746
621;0.234298
622;0.225808
623;0.221588
624;0.226302
625;0.206824
626;0.224924
627;0.216225
628;0.204532
629;0.203985
630;0.225887
631;0.207944
632;0.197969
633;0.204974
634;0.212162
635;0.209324
636;0.203021
637;0.210887
638;0.210052
639;0.219531
640;0.22237
641;0.211849
642;0.207943
643;0.209323
644;0.206146
645;0.202527
646;0.229636
647;0.22711
648;0.211953
649;0.21073
650;0.21047
651;0.202787
652;0.229038
653;0.234194
654;0.214245
655;0.21185
656;0.219479
657;0.202553
658;0.211095
659;0.204402
660;0.214167
661;0.206876
662;0.207005
663;0.209453
664;0.207136
665;0.210027
666;0.21375
667;0.196329
668;0.196927
669;0.187891
670;0.19448
671;0.209818
672;0.206459
673;0.209089
674;0.214323
675;0.213152
676;0.2256
677;0.225261
678;0.328021
679;0.30659
680;0.602476
681;0.898283
682;1.21987
683;1.52524
684;1.89914
685;2.40258
686;2.92229
687;3.42089
688;3.89294
689;4.36901
690;4.83492
691;5.30359
692;5.78568
693;6.21766
694;6.66109
695;7.08732
696;7.50518
697;7.90648
698;8.28674
699;8.68224
700;9.06588
701;9.4314
702;9.80828
703;10.1797
704;10.5292
705;10.8803
706;11.2089
707;11.5247
708;11.8509
709;12.1798
710;12.5013
711;12.8273
712;13.1519
713;13.4696
714;13.7685
715;14.0568
716;14.3682
717;14.688
718;14.9912
719;15.3123
720;15.6606
721;16.0035
722;16.348
723;16.6606
724;16.9667
725;17.2874
726;17.5934
727;17.924
728;18.2526
729;18.5969
730;18.9231
731;19.2685
732;19.6015
733;19.9384
734;20.279
735;20.6259
736;20.9706
737;21.314
738;21.6497
739;21.9935
740;22.2103
741;22.4286
742;22.6349
743;22.8472
744;23.0587
745;23.2658
746;23.4925
747;23.7286
748;23.9413
749;24.156
750;24.3802
751;24.6202
752;24.8631
753;25.0926
754;25.3127
755;25.5492
756;25.7913
757;26.0167
758;26.2797
759;26.5076
760;26.7494
761;26.9981
762;27.3553
763;27.6917
764;28.0228
765;28.379
766;28.6744
767;28.9843
768;29.2406
769;29.5298
770;29.8059
771;30.0719
772;30.3184
773;30.543
774;30.8018
775;31.0369
776;31.2789
777;31.5134
778;31.758
779;32.0071
780;32.2494
781;32.4621
782;32.6747
783;0
784;0.204559
785;0.199456
786;0.193257
787;0.199925
788;0.200081
789;0.246252
790;0.338624
791;0.306669
792;0.643443
793;0.940372
794;1.19014
795;1.41431
796;1.64069
797;1.85824
798;2.06616
799;2.28004
800;2.49692
801;2.71348
802;2.93533
803;3.14452
804;3.33947
805;3.53728
806;3.7357
807;3.93327
808;4.12851
809;4.32059
810;4.51179
811;4.71369
812;4.91645
813;5.12283
814;5.32067
815;5.52033
816;5.71505
817;5.90833
818;6.1077
819;6.3013
820;6.50294
821;6.70086
822;0
823;0.192708
824;0.202891
825;0.182058
826;0.198255
827;0.208412
828;0.198906
829;0.201823
830;0.188281
831;0.21013
832;0.204713
833;0.215182
834;0.202448
835;0.191093
836;0.192708
837;0.204531
838;0.205521
839;0.211172
840;0.205286
841;0.181458
842;0.20013
843;0.198151
844;0.19487
845;0.201927
846;0.201328
847;0.193541
848;0.191953
849;0.199661
850;0.210234
851;0.201093
852;0.201041
853;0.203385
854;0.217708
855;0.218489
856;0.197838
857;0.205234
858;0.199557
859;0.196614
860;0.21151
861;0.224792
862;0.207109
863;0.221068
864;0.216406
865;0.200886
866;0.20625
867;0.220573
868;0.200027
869;0.207423
870;0.212188
871;0.211511
872;0.198464
873;0.190964
874;0.208334
875;0.203933
876;0.20737
877;0.221693